#,Card,Card type,Type,G.S.,Level,ATK,DFD,picture,card_wiki_url
93,Zanki,Monster,Warrior,"Uranus, Jupiter",5.0,1500.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/8/8f/Zanki-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181939,https://yugioh.fandom.com/wiki/Zanki_(FMR)
94,Crawling Dragon,Monster,Dragon,"Uranus, Sun",5.0,1600.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/8/89/CrawlingDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181528,https://yugioh.fandom.com/wiki/Crawling_Dragon_(FMR)
95,Crass Clown,Monster,Fiend,"Venus, Jupiter",4.0,1350.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/8/8e/CrassClown-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181527,https://yugioh.fandom.com/wiki/Crass_Clown_(FMR)
96,Armored Zombie,Monster,Zombie,"Moon, Pluto",3.0,1500.0,0.0,https://static.wikia.nocookie.net/yugioh/images/9/98/ArmoredZombie-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181521,https://yugioh.fandom.com/wiki/Armored_Zombie_(FMR)
97,Dragon Zombie,Monster,Zombie,"Moon, Pluto",3.0,1600.0,0.0,https://static.wikia.nocookie.net/yugioh/images/4/4a/DragonZombie-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181529,https://yugioh.fandom.com/wiki/Dragon_Zombie_(FMR)
98,Clown Zombie,Monster,Zombie,"Moon, Pluto",2.0,1350.0,0.0,https://static.wikia.nocookie.net/yugioh/images/2/27/ClownZombie-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181526,https://yugioh.fandom.com/wiki/Clown_Zombie_(FMR)
99,Pumpking the King of Ghosts,Monster,Zombie,"Jupiter, Neptune",6.0,1800.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/0/01/PumpkingtheKingofGhosts-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181931,https://yugioh.fandom.com/wiki/Pumpking_the_King_of_Ghosts_(FMR)
100,Battle Warrior,Monster,Warrior,"Uranus, Moon",3.0,700.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/8/81/BattleWarrior-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215181524,https://yugioh.fandom.com/wiki/Battle_Warrior_(FMR)
101,Wings of Wicked Flame,Monster,Pyro,"Mars, Saturn",2.0,700.0,600.0,https://static.wikia.nocookie.net/yugioh/images/5/52/WingsofWickedFlame-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211336,https://yugioh.fandom.com/wiki/Wings_of_Wicked_Flame_(FMR)
102,Mask of Darkness,Monster,Fiend,"Mercury, Moon",2.0,900.0,400.0,https://static.wikia.nocookie.net/yugioh/images/1/15/MaskofDarkness-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211229,https://yugioh.fandom.com/wiki/Mask_of_Darkness_(FMR)
103,Job-Change Mirror,Monster,Fiend,"Mercury, Mars",3.0,800.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/5/5c/JobChangeMirror-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221000141,https://yugioh.fandom.com/wiki/Job-Change_Mirror_(FMR)
104,Curtain of the Dark Ones,Monster,Spellcaster,"Mercury, Jupiter",2.0,600.0,500.0,https://static.wikia.nocookie.net/yugioh/images/c/c2/CurtainoftheDarkOnes-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211041,https://yugioh.fandom.com/wiki/Curtain_of_the_Dark_Ones_(FMR)
105,Tomozaurus,Monster,Dinosaur,"Uranus, Venus",2.0,500.0,400.0,https://static.wikia.nocookie.net/yugioh/images/0/0f/Tomozaurus-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211335,https://yugioh.fandom.com/wiki/Tomozaurus_(FMR)
106,Spirit of the Winds,Monster,Spellcaster,"Saturn, Sun",5.0,1700.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/1/13/SpiritoftheWinds-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211235,https://yugioh.fandom.com/wiki/Spirit_of_the_Winds_(FMR)
107,Kageningen,Monster,Warrior,"Moon, Mars",2.0,800.0,600.0,https://static.wikia.nocookie.net/yugioh/images/d/db/Kageningen-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211047,https://yugioh.fandom.com/wiki/Kageningen_(FMR)
108,Graveyard and the Hand of Invitation,Monster,Zombie,"Moon, Pluto",3.0,700.0,900.0,https://static.wikia.nocookie.net/yugioh/images/a/aa/GraveyardandtheHandofInvitation-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211046,https://yugioh.fandom.com/wiki/Graveyard_and_the_Hand_of_Invitation_(FMR)
109,Goddess with the Third Eye,Monster,Fairy,"Sun, Venus",4.0,1200.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/9/98/GoddesswiththeThirdEye-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211046,https://yugioh.fandom.com/wiki/Goddess_with_the_Third_Eye_(FMR)
110,Hero of the East,Monster,Warrior,"Uranus, Mercury",3.0,1100.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/fd/HerooftheEast-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211046,https://yugioh.fandom.com/wiki/Hero_of_the_East_(FMR)
111,Doma The Angel of Silence,Monster,Fairy,"Mercury, Saturn",5.0,1600.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/2/27/DomaTheAngelofSilence-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211043,https://yugioh.fandom.com/wiki/Doma_The_Angel_of_Silence_(FMR)
112,That Which Feeds on Life,Monster,Fiend,"Mercury, Uranus",4.0,1200.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/c/c1/ThatWhichFeedsonLife-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211236,https://yugioh.fandom.com/wiki/That_Which_Feeds_on_Life_(FMR)
113,Dark Gray,Monster,Beast,"Jupiter, Moon",3.0,800.0,900.0,https://static.wikia.nocookie.net/yugioh/images/5/54/DarkGray-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211042,https://yugioh.fandom.com/wiki/Dark_Gray_(FMR)
114,White Magical Hat,Monster,Spellcaster,"Sun, Mars",3.0,1000.0,700.0,https://static.wikia.nocookie.net/yugioh/images/4/48/WhiteMagicalHat-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211336,https://yugioh.fandom.com/wiki/White_Magical_Hat_(FMR)
115,Kamion Wizard,Monster,Spellcaster,"Mercury, Pluto",4.0,1300.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/3/3c/KamionWizard-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211228,https://yugioh.fandom.com/wiki/Kamion_Wizard_(FMR)
116,Nightmare Scorpion,Monster,Insect,"Uranus, Neptune",3.0,900.0,800.0,https://static.wikia.nocookie.net/yugioh/images/e/e0/NightmareScorpion-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211232,https://yugioh.fandom.com/wiki/Nightmare_Scorpion_(FMR)
117,Spirit of the Books,Monster,Winged Beast,"Saturn, Moon",4.0,1400.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/3/30/SpiritoftheBooks-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211235,https://yugioh.fandom.com/wiki/Spirit_of_the_Books_(FMR)
118,Supporter in the Shadows,Monster,Warrior,"Jupiter, Venus",3.0,1000.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/b/bf/SupporterintheShadows-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211236,https://yugioh.fandom.com/wiki/Supporter_in_the_Shadows_(FMR)
119,Trial of Nightmares,Monster,Fiend,"Moon, Pluto",4.0,1300.0,900.0,https://static.wikia.nocookie.net/yugioh/images/8/85/TrialofNightmares-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211335,https://yugioh.fandom.com/wiki/Trial_of_Nightmares_(FMR)
120,Dream Clown,Monster,Warrior,"Venus, Saturn",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/b/b5/DreamClown-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211044,https://yugioh.fandom.com/wiki/Dream_Clown_(FMR)
121,Sleeping Lion,Monster,Beast,"Jupiter, Sun",4.0,700.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/c/cf/SleepingLion-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211234,https://yugioh.fandom.com/wiki/Sleeping_Lion_(FMR)
122,Yamatano Dragon Scroll,Monster,Dragon,"Saturn, Venus",2.0,900.0,300.0,https://static.wikia.nocookie.net/yugioh/images/d/d0/YamatanoDragonScroll-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211337,https://yugioh.fandom.com/wiki/Yamatano_Dragon_Scroll_(FMR)
123,Dark Plant,Monster,Plant,"Moon, Jupiter",1.0,300.0,400.0,https://static.wikia.nocookie.net/yugioh/images/1/1f/DarkPlant-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211042,https://yugioh.fandom.com/wiki/Dark_Plant_(FMR)
124,Ancient Tool,Monster,Machine,"Moon, Saturn",5.0,1700.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f4/AncientTool-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211040,https://yugioh.fandom.com/wiki/Ancient_Tool_(FMR)
125,Faith Bird,Monster,Winged Beast,"Sun, Jupiter",4.0,1500.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/f/fd/FaithBird-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211045,https://yugioh.fandom.com/wiki/Faith_Bird_(FMR)
126,Orion the Battle King,Monster,Fairy,"Sun, Saturn",5.0,1800.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/8/8c/OriontheBattleKing-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211233,https://yugioh.fandom.com/wiki/Orion_the_Battle_King_(FMR)
127,Ansatsu,Monster,Warrior,"Mercury, Neptune",5.0,1700.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/1/17/Ansatsu-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211040,https://yugioh.fandom.com/wiki/Ansatsu_(FMR)
128,LaMoon,Monster,Spellcaster,"Sun, Uranus",5.0,1200.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/a/a7/LaMoon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203542,https://yugioh.fandom.com/wiki/LaMoon_(FMR)
129,Nemuriko,Monster,Spellcaster,"Mercury, Moon",3.0,800.0,700.0,https://static.wikia.nocookie.net/yugioh/images/2/2f/Nemuriko-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211232,https://yugioh.fandom.com/wiki/Nemuriko_(FMR)
130,Weather Control,Monster,Fairy,"Sun, Pluto",2.0,600.0,400.0,https://static.wikia.nocookie.net/yugioh/images/9/91/WeatherControl-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211336,https://yugioh.fandom.com/wiki/Weather_Control_(FMR)
131,Octoberser,Monster,Aqua,"Neptune, Moon",5.0,1600.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/5/53/Octoberser-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211233,https://yugioh.fandom.com/wiki/Octoberser_(FMR)
132,The 13th Grave,Monster,Zombie,"Moon, Pluto",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/9/9e/The13thGrave-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211237,https://yugioh.fandom.com/wiki/The_13th_Grave_(FMR)
133,Charubin the Fire Knight,Monster,Pyro,"Mars, Uranus",3.0,1100.0,800.0,https://static.wikia.nocookie.net/yugioh/images/c/c2/CharubintheFireKnight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211041,https://yugioh.fandom.com/wiki/Charubin_the_Fire_Knight_(FMR)
134,Mystical Capture Chain,Monster,Fairy,"Sun, Neptune",2.0,700.0,700.0,https://static.wikia.nocookie.net/yugioh/images/3/34/MysticalCaptureChain-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211231,https://yugioh.fandom.com/wiki/Mystical_Capture_Chain_(FMR)
135,Fiend's Hand,Monster,Zombie,"Moon, Pluto",2.0,600.0,600.0,https://static.wikia.nocookie.net/yugioh/images/c/cf/FiendsHand-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211045,https://yugioh.fandom.com/wiki/Fiend's_Hand_(FMR)
136,Witty Phantom,Monster,Fiend,"Mercury, Mars",4.0,1400.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/2/2f/WittyPhantom-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211337,https://yugioh.fandom.com/wiki/Witty_Phantom_(FMR)
137,Mystery Hand,Monster,Fiend,"Moon, Uranus",2.0,500.0,500.0,https://static.wikia.nocookie.net/yugioh/images/7/75/MysteryHand-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211230,https://yugioh.fandom.com/wiki/Mystery_Hand_(FMR)
138,Dragon Statue,Monster,Warrior,"Uranus, Mars",3.0,1100.0,900.0,https://static.wikia.nocookie.net/yugioh/images/5/5d/DragonStatue-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211043,https://yugioh.fandom.com/wiki/Dragon_Statue_(FMR)
139,Blue-eyed Silver Zombie,Monster,Zombie,"Sun, Pluto",3.0,900.0,700.0,https://static.wikia.nocookie.net/yugioh/images/c/c4/BlueeyedSilverZombie-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211041,https://yugioh.fandom.com/wiki/Blue-eyed_Silver_Zombie_(FMR)
140,Toad Master,Monster,Aqua,"Neptune, Venus",3.0,1000.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/5/52/ToadMaster-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211335,https://yugioh.fandom.com/wiki/Toad_Master_(FMR)
141,Spiked Snail,Monster,Insect,"Moon, Jupiter",3.0,700.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/a/a6/SpikedSnail-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211234,https://yugioh.fandom.com/wiki/Spiked_Snail_(FMR)
142,Flame Manipulator,Monster,Spellcaster,"Mars, Pluto",3.0,900.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/2/20/FlameManipulator-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211045,https://yugioh.fandom.com/wiki/Flame_Manipulator_(FMR)
143,Necrolancer the Timelord,Monster,Spellcaster,"Venus, Uranus",3.0,800.0,900.0,https://static.wikia.nocookie.net/yugioh/images/2/2d/NecrolancertheTimelord-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211231,https://yugioh.fandom.com/wiki/Necrolancer_the_Timelord_(FMR)
144,Djinn the Watcher of the Wind,Monster,Spellcaster,"Saturn, Mercury",3.0,700.0,900.0,https://static.wikia.nocookie.net/yugioh/images/e/e5/DjinntheWatcheroftheWind-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211043,https://yugioh.fandom.com/wiki/Djinn_the_Watcher_of_the_Wind_(FMR)
145,The Bewitching Phantom Thief,Monster,Spellcaster,"Venus, Pluto",2.0,700.0,700.0,https://static.wikia.nocookie.net/yugioh/images/b/b3/TheBewitchingPhantomThief-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211237,https://yugioh.fandom.com/wiki/The_Bewitching_Phantom_Thief_(FMR)
146,Temple of Skulls,Monster,Zombie,"Mercury, Pluto",4.0,900.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/4/49/TempleofSkulls-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211236,https://yugioh.fandom.com/wiki/Temple_of_Skulls_(FMR)
147,Monster Egg,Monster,Warrior,"Uranus, Jupiter",3.0,600.0,900.0,https://static.wikia.nocookie.net/yugioh/images/0/0d/MonsterEgg-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211230,https://yugioh.fandom.com/wiki/Monster_Egg_(FMR)
148,The Shadow Who Controls the Dark,Monster,Fiend,"Mercury, Jupiter",3.0,800.0,700.0,https://static.wikia.nocookie.net/yugioh/images/f/f9/TheShadowWhoControlstheDark-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211334,https://yugioh.fandom.com/wiki/The_Shadow_Who_Controls_the_Dark_(FMR)
149,Lord of the Lamp,Monster,Fiend,"Mercury, Saturn",4.0,1400.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/1/16/LordoftheLamp-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211228,https://yugioh.fandom.com/wiki/Lord_of_the_Lamp_(FMR)
150,Akihiron,Monster,Aqua,"Neptune, Jupiter",5.0,1700.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/9/90/Akihiron-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216211040,https://yugioh.fandom.com/wiki/Akihiron_(FMR)
151,Rhaimundos of the Red Sword,Monster,Warrior,"Neptune, Mars",4.0,1200.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/7/71/RhaimundosoftheRedSword-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231902,https://yugioh.fandom.com/wiki/Rhaimundos_of_the_Red_Sword_(FMR)
152,The Melting Red Shadow,Monster,Aqua,"Moon, Neptune",2.0,500.0,700.0,https://static.wikia.nocookie.net/yugioh/images/b/b8/TheMeltingRedShadow-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203806,https://yugioh.fandom.com/wiki/The_Melting_Red_Shadow_(FMR)
153,Dokuroizo the Grim Reaper,Monster,Zombie,"Moon, Pluto",3.0,900.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/d/d6/DokuroizotheGrimReaper-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231845,https://yugioh.fandom.com/wiki/Dokuroizo_the_Grim_Reaper_(FMR)
154,Fire Reaper,Monster,Zombie,"Mars, Sun",2.0,700.0,500.0,https://static.wikia.nocookie.net/yugioh/images/5/51/FireReaper-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231847,https://yugioh.fandom.com/wiki/Fire_Reaper_(FMR)
155,Larvas,Monster,Beast,"Jupiter, Mercury",3.0,800.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/a/a8/Larvas-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231848,https://yugioh.fandom.com/wiki/Larvas_(FMR)
156,Hard Armor,Monster,Warrior,"Uranus, Sun",3.0,300.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/0/03/HardArmor-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231847,https://yugioh.fandom.com/wiki/Hard_Armor_(FMR)
157,Firegrass,Monster,Plant,"Mars, Moon",2.0,700.0,600.0,https://static.wikia.nocookie.net/yugioh/images/a/ac/Firegrass-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231846,https://yugioh.fandom.com/wiki/Firegrass_(FMR)
158,Man Eater,Monster,Plant,"Jupiter, Uranus",2.0,800.0,600.0,https://static.wikia.nocookie.net/yugioh/images/3/37/ManEater-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231849,https://yugioh.fandom.com/wiki/Man_Eater_(FMR)
159,Dig Beak,Monster,Beast,"Jupiter, Pluto",2.0,500.0,800.0,https://static.wikia.nocookie.net/yugioh/images/a/a6/DigBeak-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231845,https://yugioh.fandom.com/wiki/Dig_Beak_(FMR)
160,M-warrior #1,Monster,Warrior,"Uranus, Moon",3.0,1000.0,500.0,https://static.wikia.nocookie.net/yugioh/images/d/d5/Mwarrior1-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231850,https://yugioh.fandom.com/wiki/M-warrior_1_(FMR)
161,M-warrior #2,Monster,Warrior,"Uranus, Venus",3.0,500.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/4/4e/Mwarrior2-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231850,https://yugioh.fandom.com/wiki/M-warrior_2_(FMR)
162,Tainted Wisdom,Monster,Fiend,"Moon, Mercury",3.0,1250.0,800.0,https://static.wikia.nocookie.net/yugioh/images/0/0b/TaintedWisdom-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231903,https://yugioh.fandom.com/wiki/Tainted_Wisdom_(FMR)
163,Lisark,Monster,Beast,"Saturn, Pluto",4.0,1300.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/0/05/Lisark-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231849,https://yugioh.fandom.com/wiki/Lisark_(FMR)
164,Lord of Zemia,Monster,Fiend,"Mercury, Uranus",4.0,1300.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/5/5b/LordofZemia-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231849,https://yugioh.fandom.com/wiki/Lord_of_Zemia_(FMR)
165,The Judgement Hand,Monster,Warrior,"Sun, Venus",3.0,1400.0,700.0,https://static.wikia.nocookie.net/yugioh/images/d/de/TheJudgementHand-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231904,https://yugioh.fandom.com/wiki/The_Judgement_Hand_(FMR)
166,Mysterious Puppeteer,Monster,Warrior,"Uranus, Mercury",4.0,1000.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/9/9e/MysteriousPuppeteer-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231902,https://yugioh.fandom.com/wiki/Mysterious_Puppeteer_(FMR)
167,Ancient Jar,Monster,Rock,"Uranus, Neptune",1.0,400.0,200.0,https://static.wikia.nocookie.net/yugioh/images/f/f9/AncientJar-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231842,https://yugioh.fandom.com/wiki/Ancient_Jar_(FMR)
168,Darkfire Dragon,Monster,Dragon,"Mars, Venus",4.0,1500.0,1250.0,https://static.wikia.nocookie.net/yugioh/images/2/28/DarkfireDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231843,https://yugioh.fandom.com/wiki/Darkfire_Dragon_(FMR)
169,Dark King of the Abyss,Monster,Fiend,"Mercury, Pluto",3.0,1200.0,800.0,https://static.wikia.nocookie.net/yugioh/images/7/7b/DarkKingoftheAbyss-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231844,https://yugioh.fandom.com/wiki/Dark_King_of_the_Abyss_(FMR)
170,Spirit of the Harp,Monster,Fairy,"Sun, Mars",4.0,800.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/9/96/SpiritoftheHarp-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231903,https://yugioh.fandom.com/wiki/Spirit_of_the_Harp_(FMR)
171,Big Eye,Monster,Fiend,"Venus, Neptune",4.0,1200.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/3/3c/BigEye-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231842,https://yugioh.fandom.com/wiki/Big_Eye_(FMR)
172,Armaill,Monster,Warrior,"Mars, Mercury",3.0,700.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/e/ef/Armaill-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231842,https://yugioh.fandom.com/wiki/Armaill_(FMR)
173,Dark Prisoner,Monster,Fiend,"Mercury, Neptune",3.0,600.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/8/8d/DarkPrisoner-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131216231845,https://yugioh.fandom.com/wiki/Dark_Prisoner_(FMR)
